WKT,nama,deskripsi
"POLYGON ((106.8161787 -6.3052519, 106.8168653 -6.3070861, 106.8164791 -6.3080245, 106.8158783 -6.3080245, 106.8155779 -6.3096027, 106.8158783 -6.3103279, 106.8164362 -6.3171953, 106.8181528 -6.3176219, 106.8183244 -6.3171953, 106.8236459 -6.3175792, 106.8236459 -6.3180058, 106.8251051 -6.3177925, 106.8258775 -6.3114796, 106.8269933 -6.3115222, 106.8273367 -6.3082804, 106.8247188 -6.3082804, 106.8248476 -6.3059344, 106.823131 -6.3061903, 106.822616 -6.3066595, 106.8207277 -6.3065315, 106.8206848 -6.3056358, 106.8161787 -6.3052519))",Kebun binatang ragunan,
