WKT,nama,deskripsi
"POLYGON ((106.797712 -6.2142566, 106.7979695 -6.2152379, 106.7979695 -6.2160485, 106.7980124 -6.217371, 106.7979265 -6.2188215, 106.7979265 -6.2198881, 106.7979265 -6.2206134, 106.7986561 -6.221168, 106.7999436 -6.2215946, 106.8013169 -6.2221492, 106.8023468 -6.2224479, 106.8044926 -6.2247516, 106.8048788 -6.2250503, 106.8093849 -6.2218933, 106.8086125 -6.2213813, 106.8084837 -6.2159205, 106.8091704 -6.2153658, 106.8071963 -6.2126781, 106.8063809 -6.2126354, 106.805823 -6.2125074, 106.797712 -6.2142566))",gelora bung karno,
