WKT,nama,deskripsi
"GEOMETRYCOLLECTION (POLYGON ((106.9057676 -6.2993933, 106.9065391 -6.2993324, 106.9057666 -6.2993324, 106.9057676 -6.2993933)), POLYGON ((106.9057676 -6.2993933, 106.9011318 -6.2997589, 106.9011318 -6.2986499, 106.893407 -6.2982233, 106.8933212 -6.2993324, 106.8922054 -6.2995883, 106.8922054 -6.2979674, 106.8891155 -6.2978821, 106.8892013 -6.2990764, 106.8868839 -6.2989058, 106.8866264 -6.2977968, 106.8833648 -6.2977114, 106.883794 -6.2996736, 106.8841373 -6.3012093, 106.8852531 -6.3029155, 106.8869697 -6.3043658, 106.8892872 -6.3043658, 106.8910038 -6.3053895, 106.8932354 -6.3062426, 106.8957245 -6.3064986, 106.8972694 -6.3064986, 106.8989002 -6.3066692, 106.9001018 -6.3062426, 106.9013034 -6.3064986, 106.9022476 -6.3047924, 106.9058525 -6.304707, 106.9057676 -6.2993933)))",taman mini indonesia indah,
