WKT,nama,deskripsi
"POLYGON ((106.8539644 -6.242024, 106.8531919 -6.2410001, 106.8529988 -6.2401895, 106.8530202 -6.2394856, 106.8531919 -6.2386324, 106.8535781 -6.2375446, 106.853664 -6.236606, 106.8526984 -6.236414, 106.8520976 -6.2381845, 106.851647 -6.2399549, 106.852634 -6.2421733, 106.8539644 -6.242024))",Tebet eco park,
