WKT,nama,deskripsi
"POLYGON ((106.7691859 -6.3607326, 106.7616328 -6.3573205, 106.7527064 -6.3620974, 106.7135676 -6.3586853, 106.7204341 -6.3641447, 106.734167 -6.3723336, 106.7451533 -6.3805224, 106.7485865 -6.39417, 106.7403468 -6.4078173, 106.7403468 -6.4166879, 106.7513331 -6.4296522, 106.732107 -6.4296522, 106.732107 -6.439887, 106.7396601 -6.4426163, 106.7540797 -6.4467101, 106.7643794 -6.4467101, 106.7760524 -6.4467101, 106.7787989 -6.4569446, 106.7911586 -6.4569446, 106.7911586 -6.4426163, 106.7973384 -6.4392047, 106.8021449 -6.448757, 106.8090113 -6.460356, 106.8241175 -6.4624029, 106.842657 -6.4562623, 106.8467768 -6.4473924, 106.8570765 -6.4473924, 106.8557032 -6.4671788, 106.8749293 -6.4719547, 106.8776759 -6.460356, 106.8845423 -6.4453455, 106.8920954 -6.4269229, 106.9023951 -6.4194172, 106.9099482 -6.4180526, 106.916128 -6.3989466, 106.8989619 -6.3975819, 106.9078883 -6.3832519, 106.9147547 -6.3757456, 106.9195613 -6.3661919, 106.9058414 -6.3595974, 106.9010218 -6.3690622, 106.8824954 -6.3684688, 106.8687495 -6.3627798, 106.8749293 -6.3586853, 106.8730659 -6.3505615, 106.8598231 -6.3607326, 106.8504066 -6.3369126, 106.8366737 -6.33896, 106.8421668 -6.3512439, 106.8304939 -6.3567033, 106.8174476 -6.3539736, 106.8110843 -6.3691512, 106.7987117 -6.3716512, 106.7932185 -6.3641447, 106.7945918 -6.354049, 106.7987116 -6.3472247, 106.8055781 -6.3307053, 106.8117579 -6.317056, 106.7993983 -6.317056, 106.7789955 -6.3164387, 106.7801722 -6.3225157, 106.776739 -6.3382123, 106.7719325 -6.3484489, 106.7691859 -6.3607326))",Kota administrasi depok,
